account_number,customer_id,account_type,branch_code,currency,opening_date,account_status,opening_balance,current_balance,available_balance,interest_rate,minimum_balance,overdraft_limit
ACC000000000195,CUST000054,FIXED_DEPOSIT,BR0090,USD,2021-07-20,ACTIVE,3591.5,95732.65,18851.39,3.46,500.0,0.0
ACC000000000196,CUST000633,FIXED_DEPOSIT,BR0060,USD,2022-10-07,ACTIVE,18445.34,99689.05,63135.25,1.17,500.0,8426.98
ACC000000000197,CUST000498,FIXED_DEPOSIT,BR0039,USD,2024-05-05,ACTIVE,43257.17,31115.34,34597.75,7.1,500.0,0.0
ACC000000000198,CUST000950,CURRENT,BR0037,USD,2023-07-10,ACTIVE,27831.8,75378.3,35320.69,5.77,500.0,0.0
ACC000000000199,CUST000810,CURRENT,BR0064,USD,2021-12-07,ACTIVE,33065.56,2998.13,654.61,5.24,500.0,0.0
ACC000000000200,CUST000215,RECURRING_DEPOSIT,BR0088,USD,2021-07-18,ACTIVE,7205.55,37290.4,42007.63,3.0,500.0,0.0
ACC000000000201,CUST000023,CURRENT,BR0082,USD,2021-07-15,CLOSED,23640.47,2343.02,60094.03,3.74,500.0,8218.86
ACC000000000202,CUST000496,FIXED_DEPOSIT,BR0090,USD,2023-01-18,ACTIVE,5162.47,55732.92,3515.53,1.5,500.0,0.0
ACC000000000203,CUST000727,SAVINGS,BR0095,USD,2021-09-29,ACTIVE,910.18,62350.8,79234.76,0.68,500.0,5810.75
ACC000000000204,CUST000175,SALARY,BR0043,USD,2024-06-24,ACTIVE,18307.18,89678.88,18960.29,5.86,500.0,0.0
ACC000000000205,CUST000480,SALARY,BR0028,USD,2024-05-14,ACTIVE,41478.85,59710.3,51459.36,7.34,500.0,0.0
ACC000000000206,CUST000355,SALARY,BR0091,USD,2025-11-21,DORMANT,4892.51,5687.03,60090.33,0.7,500.0,0.0
ACC000000000207,CUST000076,SAVINGS,BR0038,USD,2023-08-08,DORMANT,7369.08,53416.42,88047.55,1.25,0.0,0.0
ACC000000000208,CUST000179,SAVINGS,BR0068,USD,2022-08-08,CLOSED,33130.42,67241.18,87767.09,5.09,500.0,0.0
ACC000000000209,CUST000525,RECURRING_DEPOSIT,BR0086,USD,2024-12-22,CLOSED,44984.65,84501.82,52603.77,2.18,500.0,0.0
ACC000000000210,CUST000922,SAVINGS,BR0075,USD,2023-05-30,DORMANT,37668.59,59613.97,47277.75,5.98,0.0,9806.33
ACC000000000211,CUST000802,RECURRING_DEPOSIT,BR0052,USD,2024-07-25,ACTIVE,28476.16,72850.49,47958.56,6.83,500.0,0.0
ACC000000000212,CUST000989,CURRENT,BR0010,USD,2023-05-23,ACTIVE,43409.74,89542.98,13721.36,5.47,500.0,9514.54
ACC000000000213,CUST000940,RECURRING_DEPOSIT,BR0017,USD,2024-07-12,CLOSED,17775.21,35592.99,93070.63,3.96,0.0,1504.32
ACC000000000214,CUST000198,SALARY,BR0092,USD,2023-07-05,ACTIVE,8899.8,49547.15,49677.27,5.48,0.0,3161.38
ACC000000000215,CUST000944,SALARY,BR0071,USD,2025-02-02,ACTIVE,8784.19,97743.55,66525.26,2.44,0.0,0.0
ACC000000000216,CUST000361,SAVINGS,BR0052,USD,2024-02-20,DORMANT,22820.22,68914.21,74609.26,3.26,500.0,0.0
ACC000000000217,CUST000380,SAVINGS,BR0009,USD,2025-04-23,ACTIVE,14085.17,50746.29,61319.44,4.55,0.0,0.0
ACC000000000218,CUST000867,CURRENT,BR0033,USD,2022-03-25,ACTIVE,36365.1,23198.98,13987.64,2.6,500.0,0.0
ACC000000000219,CUST000792,SAVINGS,BR0032,USD,2022-03-24,INACTIVE,36893.07,67998.43,69837.88,4.74,500.0,6040.25
ACC000000000220,CUST000785,SAVINGS,BR0051,USD,2021-09-06,CLOSED,10619.12,99730.86,94926.99,5.22,500.0,0.0
ACC000000000221,CUST000514,SAVINGS,BR0006,USD,2022-10-17,CLOSED,43372.45,12731.11,5895.45,6.5,500.0,0.0
ACC000000000222,CUST000211,SAVINGS,BR0088,USD,2021-11-22,ACTIVE,18729.67,58284.47,38975.4,4.96,500.0,0.0
ACC000000000223,CUST000915,RECURRING_DEPOSIT,BR0020,USD,2021-05-14,ACTIVE,11970.67,48659.41,57420.46,7.16,0.0,0.0
ACC000000000224,CUST000542,RECURRING_DEPOSIT,BR0083,USD,2024-08-19,ACTIVE,19722.6,11838.26,574.28,7.34,500.0,3852.63
ACC000000000225,CUST000194,FIXED_DEPOSIT,BR0033,USD,2021-05-15,ACTIVE,14079.75,82705.64,26780.42,0.51,0.0,0.0
ACC000000000226,CUST000777,SALARY,BR0092,USD,2024-03-01,CLOSED,26421.29,7810.33,22953.07,1.04,500.0,7460.91
ACC000000000227,CUST000818,SAVINGS,BR0008,USD,2025-10-27,ACTIVE,18572.02,50622.5,62884.36,1.32,0.0,9011.39
ACC000000000228,CUST000273,SALARY,BR0037,USD,2024-07-02,DORMANT,9035.52,79122.35,73391.9,5.23,500.0,3105.05
ACC000000000229,CUST000274,RECURRING_DEPOSIT,BR0009,USD,2025-03-29,CLOSED,6127.47,77582.77,67097.95,2.13,500.0,3317.18
ACC000000000230,CUST000840,SALARY,BR0098,USD,2024-10-22,ACTIVE,42171.41,17900.88,9675.5,4.5,500.0,0.0
ACC000000000231,CUST000530,SAVINGS,BR0058,USD,2021-04-26,ACTIVE,12824.18,44945.35,61200.55,1.63,0.0,0.0
ACC000000000232,CUST000181,CURRENT,BR0026,USD,2025-03-28,ACTIVE,21264.97,83861.48,63097.18,6.78,500.0,286.6
ACC000000000233,CUST000340,CURRENT,BR0008,USD,2023-02-05,ACTIVE,25125.11,71964.8,45822.88,3.68,500.0,6464.12
ACC000000000234,CUST000928,SALARY,BR0033,USD,2024-12-24,CLOSED,26842.43,74343.84,9868.34,2.54,0.0,0.0
ACC000000000235,CUST000033,RECURRING_DEPOSIT,BR0097,USD,2022-05-29,ACTIVE,33572.94,26301.74,22217.44,2.95,0.0,0.0
ACC000000000236,CUST000390,FIXED_DEPOSIT,BR0049,USD,2024-04-09,ACTIVE,18349.13,84977.88,33010.95,2.29,500.0,5045.1
ACC000000000237,CUST000798,RECURRING_DEPOSIT,BR0029,USD,2021-04-15,ACTIVE,47761.76,8784.11,85517.62,5.21,500.0,0.0
ACC000000000238,CUST000504,FIXED_DEPOSIT,BR0081,USD,2023-03-06,ACTIVE,47814.39,97939.1,16265.88,3.25,500.0,0.0
ACC000000000239,CUST000397,FIXED_DEPOSIT,BR0069,USD,2023-11-12,ACTIVE,49844.79,7505.4,10699.68,0.66,500.0,0.0
ACC000000000240,CUST000644,FIXED_DEPOSIT,BR0057,USD,2025-03-13,ACTIVE,27923.24,11112.82,58656.71,2.01,500.0,0.0
ACC000000000241,CUST000334,SALARY,BR0091,USD,2021-07-26,CLOSED,3213.22,72693.45,84570.35,7.5,500.0,0.0
ACC000000000242,CUST000110,RECURRING_DEPOSIT,BR0087,USD,2023-07-10,INACTIVE,29191.31,94867.69,72971.94,2.86,500.0,2322.67
ACC000000000243,CUST000367,CURRENT,BR0057,USD,2024-05-22,ACTIVE,23769.64,28104.34,78947.52,1.97,0.0,0.0
ACC000000000244,CUST000958,SALARY,BR0025,USD,2022-04-14,ACTIVE,34866.58,49206.07,9722.81,5.17,500.0,6626.52
ACC000000000245,CUST000862,CURRENT,BR0005,USD,2023-12-19,ACTIVE,7554.95,47474.38,4118.96,2.81,500.0,0.0
ACC000000000246,CUST000455,FIXED_DEPOSIT,BR0056,USD,2024-02-02,ACTIVE,2331.2,62071.98,72188.59,0.55,500.0,0.0
ACC000000000247,CUST000309,RECURRING_DEPOSIT,BR0047,USD,2022-09-04,ACTIVE,27207.4,56358.11,3411.2,3.93,500.0,0.0
ACC000000000248,CUST000469,SALARY,BR0066,USD,2021-07-19,ACTIVE,312.8,2342.21,19445.32,1.72,0.0,0.0
ACC000000000249,CUST000553,SAVINGS,BR0021,USD,2025-10-03,INACTIVE,12151.66,50792.17,42346.26,6.61,500.0,0.0
ACC000000000250,CUST000744,FIXED_DEPOSIT,BR0069,USD,2025-11-18,ACTIVE,3022.18,89693.82,63556.88,5.6,0.0,4459.88
ACC000000000251,CUST000466,FIXED_DEPOSIT,BR0001,USD,2021-03-11,CLOSED,28140.44,93072.12,67625.25,2.42,500.0,0.0
ACC000000000252,CUST000582,CURRENT,BR0031,USD,2023-12-30,INACTIVE,40370.89,147.7,80412.49,1.58,500.0,0.0
ACC000000000253,CUST000459,FIXED_DEPOSIT,BR0092,USD,2023-07-22,ACTIVE,18323.15,81663.9,18086.66,3.78,0.0,0.0
ACC000000000254,CUST000859,RECURRING_DEPOSIT,BR0093,USD,2025-06-22,DORMANT,32114.47,95307.37,85990.92,1.51,0.0,7317.46
ACC000000000255,CUST000376,SALARY,BR0062,USD,2025-05-04,ACTIVE,10425.43,32561.36,74718.16,1.31,500.0,2017.46
ACC000000000256,CUST000011,FIXED_DEPOSIT,BR0055,USD,2023-11-20,CLOSED,31693.57,6859.61,9266.99,2.07,500.0,0.0
ACC000000000257,CUST000050,SAVINGS,BR0008,USD,2025-05-05,ACTIVE,3146.38,39350.1,91900.99,1.74,0.0,0.0
ACC000000000258,CUST000397,CURRENT,BR0009,USD,2023-02-09,DORMANT,22861.46,77770.29,91177.28,4.32,500.0,513.46
ACC000000000259,CUST000748,FIXED_DEPOSIT,BR0069,USD,2023-03-14,DORMANT,13353.65,34469.23,95929.3,7.44,0.0,0.0
ACC000000000260,CUST000640,FIXED_DEPOSIT,BR0020,USD,2024-04-11,CLOSED,6919.03,99532.81,23030.86,5.75,0.0,697.87
ACC000000000261,CUST000613,RECURRING_DEPOSIT,BR0068,USD,2024-10-11,ACTIVE,41894.17,79703.09,77689.46,7.32,0.0,3491.28
ACC000000000262,CUST000460,RECURRING_DEPOSIT,BR0070,USD,2021-07-07,ACTIVE,44307.83,10177.06,59798.25,5.61,0.0,0.0
ACC000000000263,CUST000061,FIXED_DEPOSIT,BR0081,USD,2022-11-09,DORMANT,16900.63,53577.62,71790.46,4.22,500.0,0.0
ACC000000000264,CUST000688,CURRENT,BR0057,USD,2022-11-19,CLOSED,32787.05,54033.69,21213.27,4.56,500.0,3882.43
ACC000000000265,CUST000658,SAVINGS,BR0028,USD,2024-09-14,ACTIVE,11114.13,33048.34,42130.06,3.79,500.0,0.0
ACC000000000266,CUST000809,SALARY,BR0030,USD,2025-12-04,ACTIVE,23880.07,5028.7,70708.12,0.51,500.0,0.0
ACC000000000267,CUST000079,FIXED_DEPOSIT,BR0018,USD,2022-08-25,DORMANT,21735.64,28834.29,24667.08,4.03,500.0,4031.57
ACC000000000268,CUST000317,CURRENT,BR0046,USD,2025-10-28,INACTIVE,39823.7,64196.24,91009.21,3.74,500.0,2893.88
ACC000000000269,CUST000154,SAVINGS,BR0064,USD,2021-07-31,ACTIVE,10918.27,18916.39,56294.34,5.89,500.0,0.0
ACC000000000270,CUST000965,RECURRING_DEPOSIT,BR0025,USD,2024-03-25,ACTIVE,8340.42,8767.07,29812.67,6.34,0.0,0.0
ACC000000000271,CUST000581,CURRENT,BR0055,USD,2022-08-10,DORMANT,24025.33,67608.56,22782.95,5.8,0.0,0.0
ACC000000000272,CUST000032,SALARY,BR0090,USD,2021-06-25,ACTIVE,29028.17,40682.43,25352.89,2.33,500.0,2625.23
ACC000000000273,CUST000645,SAVINGS,BR0075,USD,2021-07-09,ACTIVE,17945.7,47017.3,57810.21,3.27,500.0,0.0
ACC000000000274,CUST000959,CURRENT,BR0031,USD,2023-05-09,ACTIVE,43839.64,1398.03,64677.37,2.77,0.0,0.0
ACC000000000275,CUST000355,SAVINGS,BR0035,USD,2025-05-06,DORMANT,43412.95,77978.97,20018.22,0.57,500.0,2543.77
ACC000000000276,CUST000647,SALARY,BR0016,USD,2025-09-24,ACTIVE,38851.31,53127.39,29995.55,3.14,500.0,0.0
ACC000000000277,CUST000154,FIXED_DEPOSIT,BR0050,USD,2025-07-23,ACTIVE,11662.95,6496.31,97283.92,5.88,500.0,1368.21
ACC000000000278,CUST000898,FIXED_DEPOSIT,BR0047,USD,2021-11-12,ACTIVE,27057.51,61868.43,70378.82,0.65,500.0,2034.04
ACC000000000279,CUST000223,CURRENT,BR0025,USD,2024-08-26,ACTIVE,25500.46,64699.01,15897.1,2.12,0.0,0.0
ACC000000000280,CUST000616,CURRENT,BR0013,USD,2022-03-30,DORMANT,16788.56,56445.37,75389.73,5.0,500.0,0.0
ACC000000000281,CUST000925,SALARY,BR0081,USD,2023-09-04,DORMANT,13178.38,13792.0,60118.46,5.37,500.0,0.0
ACC000000000282,CUST000527,SAVINGS,BR0084,USD,2021-08-20,INACTIVE,1217.18,73726.24,5504.57,0.51,0.0,0.0
ACC000000000283,CUST000036,RECURRING_DEPOSIT,BR0070,USD,2021-07-23,ACTIVE,38657.84,56491.82,19437.27,6.54,0.0,6442.05
ACC000000000284,CUST000696,CURRENT,BR0015,USD,2022-07-25,ACTIVE,13078.42,47646.02,27596.27,5.71,500.0,3727.35
ACC000000000285,CUST000549,SALARY,BR0060,USD,2023-10-13,ACTIVE,35691.16,45752.3,31618.33,5.08,500.0,0.0
ACC000000000286,CUST000579,FIXED_DEPOSIT,BR0001,USD,2021-12-12,ACTIVE,18960.16,44719.94,71638.11,7.12,0.0,0.0
ACC000000000287,CUST000843,SAVINGS,BR0082,USD,2025-07-17,ACTIVE,43062.44,45873.07,53226.56,5.02,0.0,0.0
ACC000000000288,CUST000457,CURRENT,BR0011,USD,2022-08-26,INACTIVE,30768.98,90155.46,35519.53,4.56,0.0,0.0
ACC000000000289,CUST000164,SAVINGS,BR0077,USD,2024-06-20,DORMANT,14792.05,59760.84,19951.93,6.54,0.0,5362.43
ACC000000000290,CUST000357,SALARY,BR0008,USD,2023-05-29,ACTIVE,28987.6,7527.16,42421.84,7.47,500.0,0.0
ACC000000000291,CUST000172,RECURRING_DEPOSIT,BR0011,USD,2023-04-15,ACTIVE,47071.84,33489.85,80349.11,7.02,500.0,0.0
ACC000000000292,CUST000431,CURRENT,BR0090,USD,2023-05-02,ACTIVE,42646.14,6551.37,55123.81,0.5,500.0,0.0
ACC000000000293,CUST000573,RECURRING_DEPOSIT,BR0051,USD,2025-02-04,INACTIVE,40758.35,49874.35,82727.37,6.3,500.0,0.0
ACC000000000294,CUST000544,SALARY,BR0066,USD,2024-07-31,ACTIVE,278.15,18731.09,13918.55,3.4,500.0,0.0
ACC000000000295,CUST000025,RECURRING_DEPOSIT,BR0014,USD,2022-06-27,ACTIVE,33765.72,75880.09,53896.27,5.49,500.0,2063.18
ACC000000000296,CUST000611,SALARY,BR0076,USD,2022-06-01,CLOSED,13369.49,40848.82,34027.47,5.97,500.0,0.0
ACC000000000297,CUST000640,CURRENT,BR0091,USD,2024-11-13,ACTIVE,4178.9,99072.27,98064.44,5.93,0.0,6009.27
ACC000000000298,CUST000222,SAVINGS,BR0067,USD,2021-11-18,CLOSED,17683.75,23165.84,76175.21,6.04,0.0,0.0
ACC000000000299,CUST000214,RECURRING_DEPOSIT,BR0045,USD,2024-07-06,ACTIVE,32809.1,40286.13,36112.01,2.88,0.0,0.0
ACC000000000300,CUST000025,FIXED_DEPOSIT,BR0081,USD,2023-06-09,CLOSED,18443.66,12427.42,4418.78,3.63,500.0,0.0
ACC000000000301,CUST000661,FIXED_DEPOSIT,BR0032,USD,2025-05-24,INACTIVE,505.31,1882.6,89018.15,1.01,500.0,25.44
ACC000000000302,CUST000769,SAVINGS,BR0084,USD,2022-11-26,ACTIVE,45514.12,79872.37,82388.98,1.79,500.0,0.0
ACC000000000303,CUST000487,SAVINGS,BR0027,USD,2024-02-18,INACTIVE,23910.36,83771.76,96808.45,1.76,500.0,0.0
ACC000000000304,CUST000807,CURRENT,BR0041,USD,2023-03-02,ACTIVE,18816.98,73499.34,97156.84,3.67,500.0,0.0
ACC000000000305,CUST000186,SAVINGS,BR0080,USD,2021-02-23,ACTIVE,21564.06,72949.37,10950.62,0.7,500.0,0.0
ACC000000000306,CUST000559,FIXED_DEPOSIT,BR0019,USD,2025-12-18,CLOSED,46941.96,33155.72,23904.8,3.45,0.0,0.0
ACC000000000307,CUST000333,SAVINGS,BR0082,USD,2021-09-13,ACTIVE,36093.91,72497.41,81084.06,7.41,500.0,0.0
ACC000000000308,CUST000578,CURRENT,BR0054,USD,2024-11-07,ACTIVE,39065.15,99641.34,42529.77,3.3,0.0,0.0
ACC000000000309,CUST000549,CURRENT,BR0016,USD,2024-02-14,ACTIVE,34320.49,16250.03,41492.02,4.86,500.0,6057.45
ACC000000000310,CUST000917,SAVINGS,BR0061,USD,2023-01-02,ACTIVE,35288.52,6924.56,13000.77,2.19,500.0,0.0
ACC000000000311,CUST000654,CURRENT,BR0055,USD,2023-06-11,ACTIVE,11150.95,21448.09,43298.85,4.48,0.0,0.0
ACC000000000312,CUST000908,RECURRING_DEPOSIT,BR0094,USD,2022-12-14,INACTIVE,32574.12,15053.32,37309.23,1.29,0.0,0.0
ACC000000000313,CUST000070,RECURRING_DEPOSIT,BR0028,USD,2022-03-09,DORMANT,18514.83,97321.4,11750.41,5.02,0.0,0.0
ACC000000000314,CUST000567,RECURRING_DEPOSIT,BR0097,USD,2024-03-08,ACTIVE,11655.89,46157.42,19182.58,7.04,500.0,3304.55
ACC000000000315,CUST000337,CURRENT,BR0037,USD,2024-12-05,ACTIVE,2825.36,40771.31,923.29,2.82,500.0,0.0
ACC000000000316,CUST000500,SALARY,BR0060,USD,2021-09-04,INACTIVE,49534.43,45891.61,56270.29,5.74,500.0,0.0
ACC000000000317,CUST000375,SALARY,BR0019,USD,2023-07-25,ACTIVE,34133.11,23604.25,22711.43,1.53,0.0,0.0
ACC000000000318,CUST000661,RECURRING_DEPOSIT,BR0070,USD,2023-09-24,DORMANT,17310.2,34196.9,40478.47,6.51,0.0,0.0
ACC000000000319,CUST000330,RECURRING_DEPOSIT,BR0035,USD,2024-01-26,ACTIVE,5548.56,66767.4,86687.44,4.58,0.0,0.0
ACC000000000320,CUST000990,RECURRING_DEPOSIT,BR0042,USD,2025-12-16,CLOSED,16377.07,18694.36,34373.8,6.99,0.0,5552.43
ACC000000000321,CUST000085,FIXED_DEPOSIT,BR0022,USD,2025-01-26,ACTIVE,48844.13,38108.05,55691.01,1.6,0.0,7600.88
ACC000000000322,CUST000202,CURRENT,BR0019,USD,2024-09-04,ACTIVE,8126.69,4094.16,46761.78,6.74,500.0,5849.34
ACC000000000323,CUST000729,RECURRING_DEPOSIT,BR0095,USD,2024-11-10,ACTIVE,32929.7,54915.24,1287.12,6.89,0.0,2896.41
ACC000000000324,CUST000244,CURRENT,BR0087,USD,2021-03-07,ACTIVE,10532.87,95730.89,30122.45,6.44,500.0,4605.63
ACC000000000325,CUST000036,RECURRING_DEPOSIT,BR0095,USD,2023-06-02,ACTIVE,32763.23,30741.28,13076.33,0.76,500.0,440.31
ACC000000000326,CUST000057,SALARY,BR0025,USD,2024-03-28,ACTIVE,18058.34,7968.66,37878.11,4.93,0.0,0.0
ACC000000000327,CUST000618,RECURRING_DEPOSIT,BR0002,USD,2024-11-06,DORMANT,39253.32,28186.48,39177.37,2.86,500.0,0.0
ACC000000000328,CUST000814,SAVINGS,BR0073,USD,2022-07-23,INACTIVE,42514.12,55321.89,45394.86,5.62,0.0,0.0
ACC000000000329,CUST000397,FIXED_DEPOSIT,BR0069,USD,2023-05-10,CLOSED,35891.14,33629.52,84262.31,0.97,500.0,0.0
ACC000000000330,CUST000195,CURRENT,BR0038,USD,2022-01-06,ACTIVE,47094.69,43861.19,92174.25,6.16,0.0,0.0
ACC000000000331,CUST000968,FIXED_DEPOSIT,BR0053,USD,2021-02-28,ACTIVE,46995.45,32560.85,70926.58,5.97,0.0,0.0
ACC000000000332,CUST000994,FIXED_DEPOSIT,BR0023,USD,2024-07-24,ACTIVE,6867.62,24876.38,5247.58,1.57,500.0,0.0
ACC000000000333,CUST000856,CURRENT,BR0009,USD,2025-09-02,ACTIVE,33843.38,49199.39,83257.72,4.72,500.0,2620.71
ACC000000000334,CUST000936,SAVINGS,BR0074,USD,2023-09-28,ACTIVE,22546.97,42887.64,35044.24,6.81,500.0,4768.29
ACC000000000335,CUST000605,SAVINGS,BR0088,USD,2023-05-11,ACTIVE,470.31,22229.98,63534.21,5.48,500.0,3082.33
ACC000000000336,CUST000639,CURRENT,BR0037,USD,2025-03-23,DORMANT,30145.67,8968.44,28374.23,2.34,500.0,9201.96
ACC000000000337,CUST000602,SALARY,BR0082,USD,2024-09-05,ACTIVE,22880.9,75900.35,63266.93,2.5,0.0,4224.75
ACC000000000338,CUST000882,SALARY,BR0008,USD,2025-07-21,ACTIVE,13688.14,47765.55,23989.49,4.44,500.0,0.0
ACC000000000339,CUST000363,CURRENT,BR0081,USD,2025-01-16,CLOSED,4772.11,36404.67,71369.86,3.05,500.0,0.0
ACC000000000340,CUST000244,SAVINGS,BR0068,USD,2022-05-20,ACTIVE,6443.58,28939.74,5891.57,4.9,500.0,0.0
ACC000000000341,CUST000084,FIXED_DEPOSIT,BR0074,USD,2024-03-23,ACTIVE,199.32,252.69,16493.64,4.57,500.0,7075.68
ACC000000000342,CUST000146,SAVINGS,BR0078,USD,2025-08-26,ACTIVE,9604.8,14258.58,4333.6,0.57,0.0,0.0
ACC000000000343,CUST000475,FIXED_DEPOSIT,BR0075,USD,2022-07-02,DORMANT,40224.77,56242.61,69009.03,1.72,500.0,0.0
ACC000000000344,CUST000645,FIXED_DEPOSIT,BR0024,USD,2021-08-16,ACTIVE,47747.28,8057.03,54979.82,1.2,500.0,0.0
ACC000000000345,CUST000361,RECURRING_DEPOSIT,BR0011,USD,2023-11-09,ACTIVE,13890.41,97294.71,79419.81,3.66,500.0,0.0
ACC000000000346,CUST000407,CURRENT,BR0094,USD,2024-02-06,DORMANT,19844.05,32029.61,52412.72,1.8,500.0,0.0
ACC000000000347,CUST000545,SALARY,BR0002,USD,2024-03-16,ACTIVE,40890.06,18816.37,59139.6,7.13,0.0,0.0
ACC000000000348,CUST000901,FIXED_DEPOSIT,BR0068,USD,2024-03-26,ACTIVE,18637.16,94303.83,18660.24,1.47,500.0,0.0
ACC000000000349,CUST000504,CURRENT,BR0014,USD,2021-09-09,ACTIVE,22575.74,64192.6,61446.03,2.12,500.0,0.0
ACC000000000350,CUST000982,SAVINGS,BR0049,USD,2025-05-15,INACTIVE,33837.14,58280.89,57616.24,3.91,0.0,0.0
ACC000000000351,CUST000620,SALARY,BR0078,USD,2021-03-16,CLOSED,28596.96,87234.1,80478.11,2.97,500.0,5001.57
ACC000000000352,CUST000760,SALARY,BR0092,USD,2023-06-14,ACTIVE,41260.48,61914.19,1050.2,2.52,500.0,0.0
ACC000000000353,CUST000495,SALARY,BR0064,USD,2023-03-14,ACTIVE,28732.24,99715.31,2479.43,0.58,500.0,9699.29
ACC000000000354,CUST000341,FIXED_DEPOSIT,BR0025,USD,2022-10-16,DORMANT,30664.5,15191.59,9166.66,3.38,0.0,6479.17
ACC000000000355,CUST000054,SALARY,BR0038,USD,2025-04-09,ACTIVE,4942.26,90567.65,25884.89,6.11,500.0,0.0
ACC000000000356,CUST000764,SALARY,BR0042,USD,2023-01-30,ACTIVE,24000.83,8487.91,52398.51,0.69,500.0,0.0
ACC000000000357,CUST000722,SALARY,BR0058,USD,2025-06-06,ACTIVE,11078.36,62379.86,19098.63,7.28,0.0,0.0
ACC000000000358,CUST000410,RECURRING_DEPOSIT,BR0004,USD,2024-02-26,DORMANT,39261.15,7831.49,54290.31,5.01,500.0,1697.57
ACC000000000359,CUST000563,SAVINGS,BR0069,USD,2024-02-16,INACTIVE,49652.66,50297.67,8156.29,2.84,0.0,0.0
ACC000000000360,CUST000778,CURRENT,BR0001,USD,2022-06-29,INACTIVE,43169.19,12876.37,2691.88,4.6,500.0,0.0
ACC000000000361,CUST000132,RECURRING_DEPOSIT,BR0010,USD,2022-08-08,INACTIVE,30752.23,50235.39,29424.73,4.44,0.0,0.0
ACC000000000362,CUST000403,RECURRING_DEPOSIT,BR0036,USD,2025-06-30,ACTIVE,32774.4,581.63,33680.42,0.51,0.0,2308.55
ACC000000000363,CUST000511,SALARY,BR0034,USD,2021-12-09,ACTIVE,15459.8,24093.68,53355.81,0.96,0.0,0.0
ACC000000000364,CUST000834,RECURRING_DEPOSIT,BR0015,USD,2024-02-21,CLOSED,30963.25,53216.98,98161.56,4.07,500.0,4169.13
ACC000000000365,CUST000633,FIXED_DEPOSIT,BR0082,USD,2023-10-12,ACTIVE,42929.13,37917.15,9222.65,4.94,500.0,0.0
ACC000000000366,CUST000149,FIXED_DEPOSIT,BR0072,USD,2022-05-15,INACTIVE,31988.86,96293.51,62535.26,1.96,500.0,0.0
ACC000000000367,CUST000414,CURRENT,BR0009,USD,2023-12-14,ACTIVE,38265.61,95908.68,6972.7,3.75,500.0,0.0
ACC000000000368,CUST000249,SALARY,BR0028,USD,2024-07-15,INACTIVE,37839.93,21217.73,82642.99,5.17,0.0,0.0
ACC000000000369,CUST000081,CURRENT,BR0089,USD,2021-09-05,ACTIVE,49171.0,65987.22,74167.08,6.45,500.0,0.0
ACC000000000370,CUST000948,SALARY,BR0065,USD,2021-08-24,ACTIVE,10804.67,5251.87,31372.81,5.69,500.0,0.0
ACC000000000371,CUST000511,CURRENT,BR0062,USD,2022-02-11,ACTIVE,17866.01,96609.65,34985.16,5.57,500.0,0.0
ACC000000000372,CUST000492,CURRENT,BR0040,USD,2023-03-18,ACTIVE,22170.98,74415.02,47339.63,4.81,500.0,0.0
ACC000000000373,CUST000758,CURRENT,BR0077,USD,2022-06-29,ACTIVE,21748.27,43899.5,51762.14,1.46,500.0,0.0
ACC000000000374,CUST000482,SALARY,BR0040,USD,2021-08-06,ACTIVE,27979.31,34386.46,68943.67,4.29,0.0,0.0
ACC000000000375,CUST000928,CURRENT,BR0075,USD,2023-02-16,INACTIVE,41674.55,89238.44,80249.35,4.44,500.0,0.0
ACC000000000376,CUST000523,FIXED_DEPOSIT,BR0066,USD,2023-01-05,ACTIVE,47891.69,48864.85,33556.15,5.21,500.0,0.0
ACC000000000377,CUST000460,SAVINGS,BR0010,USD,2021-09-05,DORMANT,12248.32,18797.76,76604.27,2.49,0.0,0.0
ACC000000000378,CUST000818,CURRENT,BR0018,USD,2025-12-10,ACTIVE,16433.93,41938.19,89680.07,7.44,0.0,8776.87
ACC000000000379,CUST000722,FIXED_DEPOSIT,BR0087,USD,2022-05-07,ACTIVE,23412.95,62877.02,34075.14,4.16,500.0,0.0
ACC000000000380,CUST000279,FIXED_DEPOSIT,BR0047,USD,2024-08-20,ACTIVE,35991.69,11711.94,59031.99,3.49,500.0,0.0
ACC000000000381,CUST000828,SALARY,BR0077,USD,2021-04-08,DORMANT,21360.76,11037.66,21329.21,5.41,500.0,0.0
ACC000000000382,CUST000929,FIXED_DEPOSIT,BR0098,USD,2021-12-24,CLOSED,19844.6,98290.0,47580.73,6.92,0.0,0.0
ACC000000000383,CUST000233,SAVINGS,BR0037,USD,2025-11-14,ACTIVE,9341.55,65512.74,62442.92,1.35,500.0,1252.3
ACC000000000384,CUST000078,CURRENT,BR0088,USD,2023-01-04,ACTIVE,19472.44,90782.58,18937.9,1.36,0.0,0.0
ACC000000000385,CUST000295,SALARY,BR0047,USD,2021-07-01,CLOSED,40887.01,99435.66,40246.91,5.3,500.0,0.0
ACC000000000386,CUST000701,SALARY,BR0061,USD,2025-01-28,ACTIVE,47679.66,92744.78,73179.46,3.06,500.0,1944.83
ACC000000000387,CUST000850,RECURRING_DEPOSIT,BR0081,USD,2024-03-26,CLOSED,32871.56,72991.54,16253.24,4.63,500.0,0.0
ACC000000000388,CUST000818,SALARY,BR0076,USD,2023-07-31,ACTIVE,29376.01,86119.46,95122.46,2.68,500.0,1415.28
