customer_id,first_name,last_name,date_of_birth,gender,email,phone,marital_status,occupation,income_bracket,customer_status,registration_date,last_updated
CUST000158,FirstName158,LastName158,1999-09-02,F,customer158@email.com,+15641495530,DIVORCED,SALARIED,HIGH,INACTIVE,2023-02-28,2026-01-22 02:04:41
CUST000159,FirstName159,LastName159,1995-09-14,M,customer159@email.com,+14468252992,SINGLE,BUSINESS,HIGH,SUSPENDED,2023-02-11,2026-01-22 02:04:41
CUST000160,FirstName160,LastName160,2004-04-29,M,customer160@email.com,+19744466702,WIDOWED,BUSINESS,LOW,INACTIVE,2025-01-29,2026-01-22 02:04:41
CUST000161,FirstName161,LastName161,2002-08-10,F,customer161@email.com,+18067448570,DIVORCED,PROFESSIONAL,MEDIUM,INACTIVE,2024-06-28,2026-01-22 02:04:41
CUST000162,FirstName162,LastName162,1988-09-19,M,customer162@email.com,+18086469287,MARRIED,BUSINESS,MEDIUM,INACTIVE,2021-05-04,2026-01-22 02:04:41
CUST000163,FirstName163,LastName163,2002-07-24,F,customer163@email.com,+16420210419,SINGLE,PROFESSIONAL,MEDIUM,ACTIVE,2024-09-06,2026-01-22 02:04:41
CUST000164,FirstName164,LastName164,1995-01-12,F,customer164@email.com,+18613605991,DIVORCED,RETIRED,VERY_HIGH,INACTIVE,2021-05-13,2026-01-22 02:04:41
CUST000165,FirstName165,LastName165,2005-04-13,F,customer165@email.com,+13105656442,DIVORCED,PROFESSIONAL,VERY_HIGH,ACTIVE,2024-12-10,2026-01-22 02:04:41
CUST000166,FirstName166,LastName166,1998-06-26,O,customer166@email.com,+12061108472,WIDOWED,PROFESSIONAL,LOW,SUSPENDED,2025-11-15,2026-01-22 02:04:41
CUST000167,FirstName167,LastName167,1977-02-16,O,customer167@email.com,+18621581652,SINGLE,PROFESSIONAL,VERY_HIGH,ACTIVE,2023-07-02,2026-01-22 02:04:41
CUST000168,FirstName168,LastName168,1991-03-27,F,customer168@email.com,+14476972869,DIVORCED,PROFESSIONAL,HIGH,ACTIVE,2022-03-22,2026-01-22 02:04:41
CUST000169,FirstName169,LastName169,1966-01-12,M,customer169@email.com,+12376994488,MARRIED,SELF_EMPLOYED,VERY_HIGH,INACTIVE,2025-08-31,2026-01-22 02:04:41
CUST000170,FirstName170,LastName170,1983-04-14,O,customer170@email.com,+13161005031,MARRIED,PROFESSIONAL,LOW,INACTIVE,2025-06-26,2026-01-22 02:04:41
CUST000171,FirstName171,LastName171,1983-11-28,F,customer171@email.com,+13852914140,DIVORCED,RETIRED,HIGH,SUSPENDED,2024-09-04,2026-01-22 02:04:41
CUST000172,FirstName172,LastName172,1985-10-25,M,customer172@email.com,+14210612514,MARRIED,SELF_EMPLOYED,VERY_HIGH,ACTIVE,2022-09-02,2026-01-22 02:04:41
CUST000173,FirstName173,LastName173,1994-10-27,F,customer173@email.com,+14368584678,DIVORCED,SELF_EMPLOYED,HIGH,SUSPENDED,2021-07-26,2026-01-22 02:04:41
CUST000174,FirstName174,LastName174,1967-03-27,F,customer174@email.com,+12861569993,SINGLE,SELF_EMPLOYED,LOW,ACTIVE,2021-04-12,2026-01-22 02:04:41
CUST000175,FirstName175,LastName175,1977-08-12,O,customer175@email.com,+16927094512,WIDOWED,SELF_EMPLOYED,MEDIUM,SUSPENDED,2022-05-19,2026-01-22 02:04:41
CUST000176,FirstName176,LastName176,1989-04-04,O,customer176@email.com,+13499081006,SINGLE,PROFESSIONAL,LOW,ACTIVE,2023-04-25,2026-01-22 02:04:41
CUST000177,FirstName177,LastName177,1958-05-13,F,customer177@email.com,+15756733327,MARRIED,RETIRED,VERY_HIGH,ACTIVE,2024-11-15,2026-01-22 02:04:41
CUST000178,FirstName178,LastName178,1991-10-20,M,customer178@email.com,+16637010549,MARRIED,BUSINESS,LOW,ACTIVE,2021-07-16,2026-01-22 02:04:41
CUST000179,FirstName179,LastName179,1999-08-19,O,customer179@email.com,+17391226448,DIVORCED,PROFESSIONAL,VERY_HIGH,ACTIVE,2025-11-12,2026-01-22 02:04:41
CUST000180,FirstName180,LastName180,1991-05-15,M,customer180@email.com,+14452104899,DIVORCED,RETIRED,VERY_HIGH,INACTIVE,2025-11-23,2026-01-22 02:04:41
CUST000181,FirstName181,LastName181,1998-08-05,F,customer181@email.com,+18596073925,DIVORCED,PROFESSIONAL,MEDIUM,INACTIVE,2023-10-01,2026-01-22 02:04:41
CUST000182,FirstName182,LastName182,1991-01-04,M,customer182@email.com,+12995601965,MARRIED,PROFESSIONAL,VERY_HIGH,INACTIVE,2025-02-24,2026-01-22 02:04:41
CUST000183,FirstName183,LastName183,2005-08-20,M,customer183@email.com,+12623508245,WIDOWED,SALARIED,MEDIUM,INACTIVE,2021-06-07,2026-01-22 02:04:41
CUST000184,FirstName184,LastName184,1961-06-17,F,customer184@email.com,+13244754546,WIDOWED,PROFESSIONAL,HIGH,INACTIVE,2023-08-21,2026-01-22 02:04:41
CUST000185,FirstName185,LastName185,1962-07-31,M,customer185@email.com,+13244134965,SINGLE,RETIRED,LOW,ACTIVE,2021-02-11,2026-01-22 02:04:41
CUST000186,FirstName186,LastName186,2008-01-03,M,customer186@email.com,+14328442250,MARRIED,SELF_EMPLOYED,HIGH,INACTIVE,2025-05-27,2026-01-22 02:04:41
CUST000187,FirstName187,LastName187,1978-01-05,O,customer187@email.com,+19423991048,SINGLE,BUSINESS,MEDIUM,ACTIVE,2022-07-31,2026-01-22 02:04:41
CUST000188,FirstName188,LastName188,1971-12-03,F,customer188@email.com,+18157713541,SINGLE,RETIRED,LOW,INACTIVE,2021-09-21,2026-01-22 02:04:41
CUST000189,FirstName189,LastName189,1970-04-18,M,customer189@email.com,+18718545576,DIVORCED,SELF_EMPLOYED,VERY_HIGH,ACTIVE,2025-11-14,2026-01-22 02:04:41
CUST000190,FirstName190,LastName190,1969-02-01,M,customer190@email.com,+18021178518,DIVORCED,RETIRED,VERY_HIGH,ACTIVE,2022-09-02,2026-01-22 02:04:41
CUST000191,FirstName191,LastName191,1983-10-04,O,customer191@email.com,+19686194324,DIVORCED,RETIRED,HIGH,SUSPENDED,2022-01-07,2026-01-22 02:04:41
CUST000192,FirstName192,LastName192,1998-06-19,M,customer192@email.com,+15956830085,SINGLE,SELF_EMPLOYED,LOW,SUSPENDED,2023-12-19,2026-01-22 02:04:41
CUST000193,FirstName193,LastName193,1960-03-06,M,customer193@email.com,+15790655763,DIVORCED,SALARIED,MEDIUM,SUSPENDED,2022-03-13,2026-01-22 02:04:41
CUST000194,FirstName194,LastName194,1985-01-11,O,customer194@email.com,+17433293541,DIVORCED,SALARIED,MEDIUM,ACTIVE,2022-06-27,2026-01-22 02:04:41
CUST000195,FirstName195,LastName195,1966-07-25,M,customer195@email.com,+15304282419,MARRIED,SALARIED,VERY_HIGH,SUSPENDED,2021-09-05,2026-01-22 02:04:41
CUST000196,FirstName196,LastName196,2005-12-02,F,customer196@email.com,+12073852436,SINGLE,BUSINESS,VERY_HIGH,INACTIVE,2024-11-03,2026-01-22 02:04:41
CUST000197,FirstName197,LastName197,1989-03-01,O,customer197@email.com,+15909241764,MARRIED,SALARIED,LOW,ACTIVE,2022-10-14,2026-01-22 02:04:41
CUST000198,FirstName198,LastName198,1997-06-26,O,customer198@email.com,+19276199895,WIDOWED,BUSINESS,MEDIUM,SUSPENDED,2025-05-16,2026-01-22 02:04:41
CUST000199,FirstName199,LastName199,1998-10-09,M,customer199@email.com,+14240493434,SINGLE,PROFESSIONAL,HIGH,INACTIVE,2025-01-17,2026-01-22 02:04:41
CUST000200,FirstName200,LastName200,1977-01-07,F,customer200@email.com,+12113721294,SINGLE,SELF_EMPLOYED,MEDIUM,INACTIVE,2025-01-11,2026-01-22 02:04:41
CUST000201,FirstName201,LastName201,2007-12-17,M,customer201@email.com,+12916160110,MARRIED,RETIRED,HIGH,ACTIVE,2023-11-12,2026-01-22 02:04:41
CUST000202,FirstName202,LastName202,1973-06-05,M,customer202@email.com,+13391284656,DIVORCED,SALARIED,HIGH,INACTIVE,2022-05-17,2026-01-22 02:04:41
CUST000203,FirstName203,LastName203,1985-08-23,M,customer203@email.com,+14599526267,SINGLE,SALARIED,LOW,ACTIVE,2022-01-08,2026-01-22 02:04:41
CUST000204,FirstName204,LastName204,1997-09-04,O,customer204@email.com,+19471921836,SINGLE,RETIRED,VERY_HIGH,ACTIVE,2021-03-18,2026-01-22 02:04:41
CUST000205,FirstName205,LastName205,1960-06-07,M,customer205@email.com,+12350319263,DIVORCED,RETIRED,LOW,ACTIVE,2023-09-06,2026-01-22 02:04:41
CUST000206,FirstName206,LastName206,1990-08-18,O,customer206@email.com,+18438987031,SINGLE,PROFESSIONAL,VERY_HIGH,ACTIVE,2022-11-22,2026-01-22 02:04:41
CUST000207,FirstName207,LastName207,2000-02-18,M,customer207@email.com,+15114012737,SINGLE,PROFESSIONAL,MEDIUM,SUSPENDED,2025-09-23,2026-01-22 02:04:41
CUST000208,FirstName208,LastName208,1959-04-29,M,customer208@email.com,+15614013047,SINGLE,SALARIED,VERY_HIGH,SUSPENDED,2021-05-16,2026-01-22 02:04:41
CUST000209,FirstName209,LastName209,1991-03-17,O,customer209@email.com,+14924963133,DIVORCED,PROFESSIONAL,VERY_HIGH,SUSPENDED,2024-11-22,2026-01-22 02:04:41
CUST000210,FirstName210,LastName210,1965-02-09,F,customer210@email.com,+17316092132,MARRIED,RETIRED,VERY_HIGH,INACTIVE,2022-11-01,2026-01-22 02:04:41
CUST000211,FirstName211,LastName211,1959-04-05,F,customer211@email.com,+14478157541,DIVORCED,BUSINESS,VERY_HIGH,SUSPENDED,2021-09-01,2026-01-22 02:04:41
CUST000212,FirstName212,LastName212,1961-11-14,O,customer212@email.com,+13974069813,SINGLE,BUSINESS,HIGH,INACTIVE,2021-09-23,2026-01-22 02:04:41
CUST000213,FirstName213,LastName213,1957-06-02,M,customer213@email.com,+18799163871,DIVORCED,SALARIED,VERY_HIGH,INACTIVE,2022-11-11,2026-01-22 02:04:41
CUST000214,FirstName214,LastName214,1956-05-12,F,customer214@email.com,+12044677264,SINGLE,BUSINESS,HIGH,SUSPENDED,2025-04-21,2026-01-22 02:04:41
CUST000215,FirstName215,LastName215,1992-08-21,F,customer215@email.com,+13568626191,SINGLE,PROFESSIONAL,MEDIUM,SUSPENDED,2023-09-16,2026-01-22 02:04:41
CUST000216,FirstName216,LastName216,1970-04-10,F,customer216@email.com,+12967662004,WIDOWED,PROFESSIONAL,HIGH,ACTIVE,2024-06-13,2026-01-22 02:04:41
CUST000217,FirstName217,LastName217,1983-02-19,M,customer217@email.com,+19865881380,SINGLE,BUSINESS,MEDIUM,INACTIVE,2022-04-10,2026-01-22 02:04:41
CUST000218,FirstName218,LastName218,2006-06-21,M,customer218@email.com,+12205190494,WIDOWED,SELF_EMPLOYED,LOW,ACTIVE,2022-01-14,2026-01-22 02:04:41
CUST000219,FirstName219,LastName219,2000-12-24,O,customer219@email.com,+16003404879,DIVORCED,PROFESSIONAL,VERY_HIGH,INACTIVE,2024-09-30,2026-01-22 02:04:41
CUST000220,FirstName220,LastName220,1979-02-21,M,customer220@email.com,+19605175516,SINGLE,RETIRED,LOW,SUSPENDED,2025-05-24,2026-01-22 02:04:41
CUST000221,FirstName221,LastName221,1985-04-07,F,customer221@email.com,+19789988869,DIVORCED,BUSINESS,MEDIUM,SUSPENDED,2023-11-04,2026-01-22 02:04:41
CUST000222,FirstName222,LastName222,1990-01-10,F,customer222@email.com,+14345670056,DIVORCED,PROFESSIONAL,MEDIUM,INACTIVE,2023-01-23,2026-01-22 02:04:41
CUST000223,FirstName223,LastName223,2002-09-24,O,customer223@email.com,+14000152135,WIDOWED,BUSINESS,LOW,ACTIVE,2022-12-27,2026-01-22 02:04:41
CUST000224,FirstName224,LastName224,1970-02-03,M,customer224@email.com,+14395985081,SINGLE,RETIRED,HIGH,SUSPENDED,2021-11-18,2026-01-22 02:04:41
CUST000225,FirstName225,LastName225,1975-10-01,M,customer225@email.com,+13120482138,MARRIED,BUSINESS,HIGH,ACTIVE,2021-05-12,2026-01-22 02:04:41
CUST000226,FirstName226,LastName226,1960-01-08,M,customer226@email.com,+14338256445,WIDOWED,PROFESSIONAL,MEDIUM,SUSPENDED,2025-09-28,2026-01-22 02:04:41
CUST000227,FirstName227,LastName227,2005-09-22,M,customer227@email.com,+13655443685,MARRIED,PROFESSIONAL,HIGH,INACTIVE,2022-05-03,2026-01-22 02:04:41
CUST000228,FirstName228,LastName228,1998-11-21,O,customer228@email.com,+13368104436,WIDOWED,RETIRED,LOW,ACTIVE,2025-06-04,2026-01-22 02:04:41
CUST000229,FirstName229,LastName229,1966-03-27,M,customer229@email.com,+14249056000,SINGLE,RETIRED,LOW,INACTIVE,2021-02-01,2026-01-22 02:04:41
CUST000230,FirstName230,LastName230,1989-01-24,O,customer230@email.com,+19158640367,SINGLE,SALARIED,MEDIUM,ACTIVE,2021-08-30,2026-01-22 02:04:41
CUST000231,FirstName231,LastName231,1999-01-26,M,customer231@email.com,+12621596659,MARRIED,SALARIED,VERY_HIGH,INACTIVE,2022-03-31,2026-01-22 02:04:41
CUST000232,FirstName232,LastName232,1992-01-17,M,customer232@email.com,+16470614929,DIVORCED,RETIRED,LOW,SUSPENDED,2023-07-14,2026-01-22 02:04:41
CUST000233,FirstName233,LastName233,1986-07-02,M,customer233@email.com,+13434539161,SINGLE,RETIRED,LOW,ACTIVE,2025-01-03,2026-01-22 02:04:41
CUST000234,FirstName234,LastName234,1981-04-04,M,customer234@email.com,+14639086958,DIVORCED,PROFESSIONAL,VERY_HIGH,SUSPENDED,2025-12-18,2026-01-22 02:04:41
CUST000235,FirstName235,LastName235,2000-01-26,O,customer235@email.com,+13679057618,MARRIED,RETIRED,VERY_HIGH,ACTIVE,2021-07-26,2026-01-22 02:04:41
CUST000236,FirstName236,LastName236,2007-08-22,O,customer236@email.com,+12986625597,DIVORCED,BUSINESS,HIGH,SUSPENDED,2021-09-26,2026-01-22 02:04:41
CUST000237,FirstName237,LastName237,1976-10-25,M,customer237@email.com,+12344845645,MARRIED,PROFESSIONAL,LOW,ACTIVE,2022-03-09,2026-01-22 02:04:41
CUST000238,FirstName238,LastName238,1991-02-18,O,customer238@email.com,+16695958532,DIVORCED,RETIRED,HIGH,INACTIVE,2025-05-19,2026-01-22 02:04:41
CUST000239,FirstName239,LastName239,1979-02-23,F,customer239@email.com,+15659290981,WIDOWED,RETIRED,MEDIUM,SUSPENDED,2025-01-13,2026-01-22 02:04:41
CUST000240,FirstName240,LastName240,1958-10-23,O,customer240@email.com,+18795854343,MARRIED,SALARIED,VERY_HIGH,SUSPENDED,2024-05-07,2026-01-22 02:04:41
CUST000241,FirstName241,LastName241,1961-10-01,M,customer241@email.com,+19927220475,WIDOWED,PROFESSIONAL,LOW,SUSPENDED,2025-03-21,2026-01-22 02:04:41
CUST000242,FirstName242,LastName242,1981-09-24,F,customer242@email.com,+18631470716,WIDOWED,SELF_EMPLOYED,MEDIUM,INACTIVE,2022-01-06,2026-01-22 02:04:41
CUST000243,FirstName243,LastName243,1965-11-19,M,customer243@email.com,+19327177233,WIDOWED,BUSINESS,LOW,ACTIVE,2022-07-04,2026-01-22 02:04:41
CUST000244,FirstName244,LastName244,1995-11-15,M,customer244@email.com,+18429713171,WIDOWED,PROFESSIONAL,LOW,SUSPENDED,2022-05-02,2026-01-22 02:04:41
CUST000245,FirstName245,LastName245,1973-05-17,F,customer245@email.com,+17131922352,DIVORCED,SALARIED,HIGH,ACTIVE,2021-06-25,2026-01-22 02:04:41
CUST000246,FirstName246,LastName246,1983-10-27,M,customer246@email.com,+13341242824,DIVORCED,SALARIED,HIGH,ACTIVE,2024-04-26,2026-01-22 02:04:41
CUST000247,FirstName247,LastName247,1961-03-25,O,customer247@email.com,+13786709136,SINGLE,SALARIED,HIGH,SUSPENDED,2022-03-08,2026-01-22 02:04:41
CUST000248,FirstName248,LastName248,2002-10-04,F,customer248@email.com,+18105381214,DIVORCED,PROFESSIONAL,VERY_HIGH,SUSPENDED,2022-10-30,2026-01-22 02:04:41
CUST000249,FirstName249,LastName249,1959-07-24,F,customer249@email.com,+17418813650,SINGLE,BUSINESS,MEDIUM,INACTIVE,2025-06-28,2026-01-22 02:04:41
CUST000250,FirstName250,LastName250,1971-11-25,M,customer250@email.com,+19068137994,SINGLE,SELF_EMPLOYED,VERY_HIGH,INACTIVE,2024-02-08,2026-01-22 02:04:41
CUST000251,FirstName251,LastName251,1963-07-08,M,customer251@email.com,+18725709778,MARRIED,BUSINESS,VERY_HIGH,SUSPENDED,2022-02-14,2026-01-22 02:04:41
CUST000252,FirstName252,LastName252,2000-08-15,O,customer252@email.com,+14332579787,WIDOWED,PROFESSIONAL,MEDIUM,INACTIVE,2023-02-20,2026-01-22 02:04:41
CUST000253,FirstName253,LastName253,1968-03-06,M,customer253@email.com,+15517087659,MARRIED,RETIRED,LOW,INACTIVE,2025-09-04,2026-01-22 02:04:41
CUST000254,FirstName254,LastName254,1974-08-27,M,customer254@email.com,+19024627039,SINGLE,PROFESSIONAL,VERY_HIGH,SUSPENDED,2024-10-19,2026-01-22 02:04:41
CUST000255,FirstName255,LastName255,1993-07-25,F,customer255@email.com,+14538262217,DIVORCED,SELF_EMPLOYED,HIGH,INACTIVE,2021-06-24,2026-01-22 02:04:41
CUST000256,FirstName256,LastName256,1969-07-12,F,customer256@email.com,+17768944589,WIDOWED,RETIRED,VERY_HIGH,INACTIVE,2024-11-12,2026-01-22 02:04:41
CUST000257,FirstName257,LastName257,1998-06-28,O,customer257@email.com,+12442628880,WIDOWED,SELF_EMPLOYED,HIGH,SUSPENDED,2023-01-16,2026-01-22 02:04:41
CUST000258,FirstName258,LastName258,1983-07-06,O,customer258@email.com,+15033259814,DIVORCED,BUSINESS,VERY_HIGH,ACTIVE,2023-08-12,2026-01-22 02:04:41
CUST000259,FirstName259,LastName259,1989-01-28,M,customer259@email.com,+16792776395,WIDOWED,PROFESSIONAL,LOW,ACTIVE,2024-11-21,2026-01-22 02:04:41
CUST000260,FirstName260,LastName260,1979-02-13,M,customer260@email.com,+16478861584,DIVORCED,SELF_EMPLOYED,MEDIUM,INACTIVE,2021-10-10,2026-01-22 02:04:41
CUST000261,FirstName261,LastName261,1959-02-08,O,customer261@email.com,+17879024473,SINGLE,BUSINESS,VERY_HIGH,SUSPENDED,2024-09-18,2026-01-22 02:04:41
CUST000262,FirstName262,LastName262,1996-06-25,O,customer262@email.com,+18355764954,MARRIED,RETIRED,VERY_HIGH,ACTIVE,2023-11-01,2026-01-22 02:04:41
CUST000263,FirstName263,LastName263,1983-04-18,F,customer263@email.com,+16536235548,DIVORCED,RETIRED,HIGH,SUSPENDED,2021-06-21,2026-01-22 02:04:41
CUST000264,FirstName264,LastName264,2002-05-19,O,customer264@email.com,+18584044251,SINGLE,SELF_EMPLOYED,HIGH,SUSPENDED,2022-10-14,2026-01-22 02:04:41
CUST000265,FirstName265,LastName265,1973-03-17,O,customer265@email.com,+17337333083,MARRIED,BUSINESS,MEDIUM,SUSPENDED,2024-07-20,2026-01-22 02:04:41
CUST000266,FirstName266,LastName266,1996-02-24,M,customer266@email.com,+18576954116,MARRIED,BUSINESS,LOW,SUSPENDED,2021-08-29,2026-01-22 02:04:41
CUST000267,FirstName267,LastName267,1987-12-09,O,customer267@email.com,+14041224130,SINGLE,BUSINESS,HIGH,INACTIVE,2024-12-09,2026-01-22 02:04:41
CUST000268,FirstName268,LastName268,1981-04-06,O,customer268@email.com,+19298888766,SINGLE,SALARIED,LOW,SUSPENDED,2022-03-06,2026-01-22 02:04:41
CUST000269,FirstName269,LastName269,1975-01-17,F,customer269@email.com,+15716869762,WIDOWED,SELF_EMPLOYED,VERY_HIGH,ACTIVE,2022-06-01,2026-01-22 02:04:41
CUST000270,FirstName270,LastName270,1978-11-23,O,customer270@email.com,+17933593040,MARRIED,PROFESSIONAL,HIGH,INACTIVE,2025-06-13,2026-01-22 02:04:41
CUST000271,FirstName271,LastName271,1969-12-20,O,customer271@email.com,+13389623344,SINGLE,PROFESSIONAL,LOW,ACTIVE,2024-05-10,2026-01-22 02:04:41
CUST000272,FirstName272,LastName272,1971-04-23,M,customer272@email.com,+14808197819,WIDOWED,BUSINESS,MEDIUM,SUSPENDED,2023-06-06,2026-01-22 02:04:41
CUST000273,FirstName273,LastName273,1973-06-21,F,customer273@email.com,+13164130029,MARRIED,RETIRED,LOW,SUSPENDED,2021-04-04,2026-01-22 02:04:41
CUST000274,FirstName274,LastName274,1964-03-06,F,customer274@email.com,+13569051474,SINGLE,BUSINESS,LOW,INACTIVE,2024-03-25,2026-01-22 02:04:41
CUST000275,FirstName275,LastName275,2006-12-13,F,customer275@email.com,+17914352510,DIVORCED,SALARIED,HIGH,SUSPENDED,2024-10-02,2026-01-22 02:04:41
CUST000276,FirstName276,LastName276,1991-12-30,F,customer276@email.com,+19677636542,MARRIED,PROFESSIONAL,HIGH,INACTIVE,2021-10-25,2026-01-22 02:04:41
CUST000277,FirstName277,LastName277,1978-07-06,M,customer277@email.com,+12793154756,WIDOWED,PROFESSIONAL,MEDIUM,ACTIVE,2021-02-06,2026-01-22 02:04:41
CUST000278,FirstName278,LastName278,1974-04-27,F,customer278@email.com,+15188105377,WIDOWED,SELF_EMPLOYED,MEDIUM,SUSPENDED,2023-03-28,2026-01-22 02:04:41
CUST000279,FirstName279,LastName279,1958-11-23,O,customer279@email.com,+14372942505,WIDOWED,SALARIED,MEDIUM,ACTIVE,2023-02-26,2026-01-22 02:04:41
CUST000280,FirstName280,LastName280,1963-08-18,O,customer280@email.com,+16235498841,DIVORCED,RETIRED,LOW,ACTIVE,2021-10-29,2026-01-22 02:04:41
CUST000281,FirstName281,LastName281,1976-10-26,F,customer281@email.com,+17365952032,SINGLE,RETIRED,LOW,SUSPENDED,2023-07-04,2026-01-22 02:04:41
CUST000282,FirstName282,LastName282,1998-05-16,O,customer282@email.com,+15692245250,SINGLE,SALARIED,MEDIUM,SUSPENDED,2024-07-18,2026-01-22 02:04:41
CUST000283,FirstName283,LastName283,1985-08-26,O,customer283@email.com,+18478512732,MARRIED,SALARIED,HIGH,SUSPENDED,2024-07-12,2026-01-22 02:04:41
CUST000284,FirstName284,LastName284,1983-09-03,O,customer284@email.com,+16742237223,WIDOWED,RETIRED,VERY_HIGH,INACTIVE,2025-09-26,2026-01-22 02:04:41
CUST000285,FirstName285,LastName285,1984-01-09,F,customer285@email.com,+17491207824,DIVORCED,BUSINESS,MEDIUM,ACTIVE,2021-10-01,2026-01-22 02:04:41
CUST000286,FirstName286,LastName286,1978-07-13,F,customer286@email.com,+17537067740,DIVORCED,SALARIED,VERY_HIGH,SUSPENDED,2025-11-02,2026-01-22 02:04:41
CUST000287,FirstName287,LastName287,1988-08-05,O,customer287@email.com,+17934657173,WIDOWED,BUSINESS,LOW,ACTIVE,2021-06-27,2026-01-22 02:04:41
CUST000288,FirstName288,LastName288,1979-09-29,F,customer288@email.com,+14465842154,SINGLE,PROFESSIONAL,MEDIUM,INACTIVE,2021-03-04,2026-01-22 02:04:41
CUST000289,FirstName289,LastName289,1961-06-15,M,customer289@email.com,+17673926853,WIDOWED,RETIRED,LOW,SUSPENDED,2024-09-03,2026-01-22 02:04:41
CUST000290,FirstName290,LastName290,1981-12-28,O,customer290@email.com,+13131960739,WIDOWED,SELF_EMPLOYED,MEDIUM,INACTIVE,2024-12-11,2026-01-22 02:04:41
CUST000291,FirstName291,LastName291,1997-02-26,M,customer291@email.com,+15963303589,WIDOWED,RETIRED,VERY_HIGH,ACTIVE,2022-03-27,2026-01-22 02:04:41
CUST000292,FirstName292,LastName292,1997-10-22,O,customer292@email.com,+12019968910,SINGLE,SALARIED,HIGH,SUSPENDED,2021-07-31,2026-01-22 02:04:41
CUST000293,FirstName293,LastName293,2007-10-01,O,customer293@email.com,+14235266024,DIVORCED,SELF_EMPLOYED,HIGH,SUSPENDED,2023-03-15,2026-01-22 02:04:41
CUST000294,FirstName294,LastName294,1965-05-12,F,customer294@email.com,+17801566375,SINGLE,RETIRED,MEDIUM,ACTIVE,2022-02-13,2026-01-22 02:04:41
CUST000295,FirstName295,LastName295,2005-10-28,M,customer295@email.com,+13456169798,DIVORCED,BUSINESS,VERY_HIGH,INACTIVE,2021-06-02,2026-01-22 02:04:41
CUST000296,FirstName296,LastName296,1994-11-12,M,customer296@email.com,+12137028770,WIDOWED,BUSINESS,VERY_HIGH,INACTIVE,2025-02-20,2026-01-22 02:04:41
CUST000297,FirstName297,LastName297,1976-02-29,F,customer297@email.com,+16788237155,SINGLE,PROFESSIONAL,VERY_HIGH,SUSPENDED,2025-09-03,2026-01-22 02:04:41
CUST000298,FirstName298,LastName298,1971-08-28,F,customer298@email.com,+14334082545,MARRIED,RETIRED,VERY_HIGH,INACTIVE,2021-09-22,2026-01-22 02:04:41
CUST000299,FirstName299,LastName299,1962-11-24,M,customer299@email.com,+17955609736,WIDOWED,SALARIED,MEDIUM,SUSPENDED,2025-09-20,2026-01-22 02:04:41
CUST000300,FirstName300,LastName300,1983-06-12,M,customer300@email.com,+13004873544,SINGLE,RETIRED,MEDIUM,ACTIVE,2023-05-24,2026-01-22 02:04:41
CUST000301,FirstName301,LastName301,2007-08-19,F,customer301@email.com,+19658951714,WIDOWED,BUSINESS,HIGH,SUSPENDED,2023-12-07,2026-01-22 02:04:41
CUST000302,FirstName302,LastName302,1986-03-04,O,customer302@email.com,+13652903517,SINGLE,RETIRED,LOW,ACTIVE,2025-12-22,2026-01-22 02:04:41
CUST000303,FirstName303,LastName303,1961-02-28,O,customer303@email.com,+17291426888,MARRIED,PROFESSIONAL,MEDIUM,ACTIVE,2022-03-01,2026-01-22 02:04:41
CUST000304,FirstName304,LastName304,1976-04-17,M,customer304@email.com,+18087823052,SINGLE,BUSINESS,HIGH,ACTIVE,2023-04-24,2026-01-22 02:04:41
CUST000305,FirstName305,LastName305,1979-08-13,O,customer305@email.com,+15029113375,WIDOWED,SELF_EMPLOYED,HIGH,INACTIVE,2024-05-13,2026-01-22 02:04:41
CUST000306,FirstName306,LastName306,1999-04-09,F,customer306@email.com,+15517110306,MARRIED,PROFESSIONAL,MEDIUM,INACTIVE,2025-11-17,2026-01-22 02:04:41
CUST000307,FirstName307,LastName307,2003-04-09,M,customer307@email.com,+19022624218,WIDOWED,SELF_EMPLOYED,LOW,INACTIVE,2023-12-21,2026-01-22 02:04:41
CUST000308,FirstName308,LastName308,2002-01-01,O,customer308@email.com,+13574755489,SINGLE,BUSINESS,HIGH,SUSPENDED,2024-01-12,2026-01-22 02:04:41
CUST000309,FirstName309,LastName309,1962-02-02,F,customer309@email.com,+13572151374,SINGLE,SELF_EMPLOYED,MEDIUM,INACTIVE,2023-12-19,2026-01-22 02:04:41
CUST000310,FirstName310,LastName310,1985-07-30,F,customer310@email.com,+17603257834,MARRIED,RETIRED,MEDIUM,INACTIVE,2024-12-14,2026-01-22 02:04:41
CUST000311,FirstName311,LastName311,1964-07-03,M,customer311@email.com,+12439690764,WIDOWED,SELF_EMPLOYED,LOW,ACTIVE,2023-02-02,2026-01-22 02:04:41
CUST000312,FirstName312,LastName312,2005-04-19,F,customer312@email.com,+15215809196,SINGLE,PROFESSIONAL,HIGH,ACTIVE,2023-09-28,2026-01-22 02:04:41
CUST000313,FirstName313,LastName313,1963-06-02,M,customer313@email.com,+18732895482,DIVORCED,PROFESSIONAL,VERY_HIGH,INACTIVE,2021-05-30,2026-01-22 02:04:41
CUST000314,FirstName314,LastName314,2004-12-28,O,customer314@email.com,+18955402771,WIDOWED,SELF_EMPLOYED,MEDIUM,INACTIVE,2021-10-23,2026-01-22 02:04:41
