address_id,customer_id,address_type,address_line1,address_line2,city,state,zip_code,country,is_primary
ADDR000293,CUST000293,OFFICE,93 Main Street,,Phoenix,PA,66964,USA,True
ADDR000294,CUST000294,PERMANENT,703 Main Street,Apt 295,Chicago,PA,16002,USA,True
ADDR000295,CUST000295,RESIDENTIAL,962 Main Street,,Philadelphia,TX,94748,USA,True
ADDR000296,CUST000296,OFFICE,442 Main Street,,Phoenix,PA,17058,USA,True
ADDR000297,CUST000297,RESIDENTIAL,197 Main Street,,Chicago,TX,14821,USA,True
ADDR000298,CUST000298,PERMANENT,279 Main Street,,Phoenix,IL,78075,USA,True
ADDR000299,CUST000299,OFFICE,261 Main Street,Apt 330,New York,TX,62064,USA,True
ADDR000300,CUST000300,OFFICE,732 Main Street,Apt 422,Phoenix,IL,12763,USA,True
ADDR000301,CUST000301,RESIDENTIAL,752 Main Street,Apt 384,Chicago,PA,96312,USA,True
ADDR000302,CUST000302,RESIDENTIAL,933 Main Street,,Chicago,AZ,97981,USA,True
ADDR000303,CUST000303,PERMANENT,259 Main Street,,New York,TX,79098,USA,True
ADDR000304,CUST000304,RESIDENTIAL,319 Main Street,Apt 423,Los Angeles,AZ,39155,USA,True
ADDR000305,CUST000305,RESIDENTIAL,971 Main Street,Apt 283,Houston,AZ,23389,USA,True
ADDR000306,CUST000306,PERMANENT,190 Main Street,,Houston,AZ,99381,USA,True
ADDR000307,CUST000307,OFFICE,914 Main Street,,Los Angeles,CA,82037,USA,True
ADDR000308,CUST000308,OFFICE,877 Main Street,Apt 44,Philadelphia,CA,11741,USA,True
ADDR000309,CUST000309,RESIDENTIAL,661 Main Street,Apt 103,Phoenix,AZ,97374,USA,True
ADDR000310,CUST000310,PERMANENT,37 Main Street,,Philadelphia,NY,49007,USA,True
ADDR000311,CUST000311,PERMANENT,257 Main Street,Apt 149,Los Angeles,PA,19049,USA,True
ADDR000312,CUST000312,PERMANENT,470 Main Street,,Los Angeles,TX,93217,USA,True
ADDR000313,CUST000313,RESIDENTIAL,405 Main Street,Apt 495,Chicago,TX,61021,USA,True
ADDR000314,CUST000314,RESIDENTIAL,479 Main Street,Apt 256,Los Angeles,TX,61317,USA,True
ADDR000315,CUST000315,RESIDENTIAL,910 Main Street,Apt 375,Phoenix,TX,16709,USA,True
ADDR000316,CUST000316,OFFICE,378 Main Street,Apt 456,New York,IL,51209,USA,True
ADDR000317,CUST000317,PERMANENT,495 Main Street,,Phoenix,PA,83901,USA,True
ADDR000318,CUST000318,PERMANENT,564 Main Street,,New York,NY,14640,USA,True
ADDR000319,CUST000319,RESIDENTIAL,66 Main Street,,Phoenix,PA,34124,USA,True
ADDR000320,CUST000320,OFFICE,740 Main Street,,Chicago,IL,85552,USA,True
ADDR000321,CUST000321,OFFICE,329 Main Street,,Chicago,AZ,35712,USA,True
ADDR000322,CUST000322,RESIDENTIAL,532 Main Street,Apt 309,Chicago,TX,27503,USA,True
ADDR000323,CUST000323,PERMANENT,375 Main Street,Apt 438,Phoenix,CA,12133,USA,True
ADDR000324,CUST000324,OFFICE,872 Main Street,Apt 106,Houston,NY,92681,USA,True
ADDR000325,CUST000325,RESIDENTIAL,827 Main Street,,Chicago,IL,94543,USA,True
ADDR000326,CUST000326,RESIDENTIAL,711 Main Street,Apt 381,Los Angeles,PA,64841,USA,True
ADDR000327,CUST000327,RESIDENTIAL,917 Main Street,Apt 177,Houston,TX,55419,USA,True
ADDR000328,CUST000328,PERMANENT,415 Main Street,,Los Angeles,IL,62694,USA,True
ADDR000329,CUST000329,OFFICE,126 Main Street,Apt 487,Houston,PA,60898,USA,True
ADDR000330,CUST000330,RESIDENTIAL,589 Main Street,Apt 321,Philadelphia,CA,81681,USA,True
ADDR000331,CUST000331,PERMANENT,294 Main Street,Apt 398,Phoenix,NY,37512,USA,True
ADDR000332,CUST000332,PERMANENT,702 Main Street,,Los Angeles,NY,38006,USA,True
ADDR000333,CUST000333,RESIDENTIAL,689 Main Street,,Chicago,PA,10846,USA,True
ADDR000334,CUST000334,OFFICE,354 Main Street,Apt 66,Houston,NY,10563,USA,True
ADDR000335,CUST000335,OFFICE,212 Main Street,Apt 280,Chicago,CA,67074,USA,True
ADDR000336,CUST000336,RESIDENTIAL,189 Main Street,,Philadelphia,IL,18249,USA,True
ADDR000337,CUST000337,RESIDENTIAL,452 Main Street,,Phoenix,AZ,77089,USA,True
ADDR000338,CUST000338,OFFICE,171 Main Street,Apt 422,New York,NY,91677,USA,True
ADDR000339,CUST000339,OFFICE,181 Main Street,Apt 350,Chicago,CA,47381,USA,True
ADDR000340,CUST000340,RESIDENTIAL,117 Main Street,Apt 373,Chicago,NY,34286,USA,True
ADDR000341,CUST000341,RESIDENTIAL,309 Main Street,Apt 124,Los Angeles,TX,24709,USA,True
ADDR000342,CUST000342,PERMANENT,586 Main Street,,Los Angeles,CA,12829,USA,True
ADDR000343,CUST000343,PERMANENT,296 Main Street,,Phoenix,TX,55436,USA,True
ADDR000344,CUST000344,PERMANENT,46 Main Street,Apt 181,Chicago,TX,56971,USA,True
ADDR000345,CUST000345,OFFICE,511 Main Street,,Philadelphia,NY,70108,USA,True
ADDR000346,CUST000346,PERMANENT,533 Main Street,Apt 368,Houston,PA,41735,USA,True
ADDR000347,CUST000347,PERMANENT,289 Main Street,Apt 61,New York,CA,46871,USA,True
ADDR000348,CUST000348,OFFICE,688 Main Street,,Philadelphia,PA,78795,USA,True
ADDR000349,CUST000349,RESIDENTIAL,199 Main Street,Apt 243,Phoenix,IL,59752,USA,True
ADDR000350,CUST000350,PERMANENT,951 Main Street,Apt 156,Philadelphia,NY,82652,USA,True
ADDR000351,CUST000351,RESIDENTIAL,395 Main Street,Apt 412,New York,PA,79095,USA,True
ADDR000352,CUST000352,PERMANENT,423 Main Street,Apt 378,Chicago,NY,16697,USA,True
ADDR000353,CUST000353,OFFICE,348 Main Street,Apt 468,Los Angeles,CA,81021,USA,True
ADDR000354,CUST000354,PERMANENT,167 Main Street,Apt 128,Philadelphia,PA,13716,USA,True
ADDR000355,CUST000355,OFFICE,169 Main Street,Apt 343,Los Angeles,AZ,60173,USA,True
ADDR000356,CUST000356,PERMANENT,764 Main Street,Apt 44,Houston,PA,59205,USA,True
ADDR000357,CUST000357,RESIDENTIAL,613 Main Street,Apt 294,Philadelphia,IL,95360,USA,True
ADDR000358,CUST000358,PERMANENT,100 Main Street,,New York,TX,34790,USA,True
ADDR000359,CUST000359,OFFICE,649 Main Street,,Los Angeles,NY,19002,USA,True
ADDR000360,CUST000360,PERMANENT,768 Main Street,Apt 327,Chicago,AZ,46918,USA,True
ADDR000361,CUST000361,RESIDENTIAL,775 Main Street,,Phoenix,AZ,67696,USA,True
ADDR000362,CUST000362,OFFICE,722 Main Street,Apt 270,New York,IL,46778,USA,True
ADDR000363,CUST000363,OFFICE,700 Main Street,Apt 472,Los Angeles,IL,61062,USA,True
ADDR000364,CUST000364,OFFICE,798 Main Street,,Houston,CA,38436,USA,True
ADDR000365,CUST000365,RESIDENTIAL,617 Main Street,,New York,TX,79999,USA,True
ADDR000366,CUST000366,PERMANENT,53 Main Street,Apt 296,Houston,PA,59437,USA,True
ADDR000367,CUST000367,PERMANENT,734 Main Street,Apt 102,Chicago,TX,78970,USA,True
ADDR000368,CUST000368,OFFICE,828 Main Street,Apt 176,Phoenix,PA,68772,USA,True
ADDR000369,CUST000369,OFFICE,580 Main Street,Apt 21,Houston,TX,17660,USA,True
ADDR000370,CUST000370,PERMANENT,18 Main Street,Apt 313,New York,PA,88474,USA,True
ADDR000371,CUST000371,PERMANENT,595 Main Street,,Los Angeles,PA,87713,USA,True
ADDR000372,CUST000372,PERMANENT,655 Main Street,Apt 297,Los Angeles,NY,57218,USA,True
ADDR000373,CUST000373,RESIDENTIAL,47 Main Street,Apt 462,Houston,PA,48674,USA,True
ADDR000374,CUST000374,RESIDENTIAL,395 Main Street,,Chicago,PA,15211,USA,True
ADDR000375,CUST000375,PERMANENT,974 Main Street,,Philadelphia,NY,65380,USA,True
ADDR000376,CUST000376,PERMANENT,397 Main Street,Apt 88,Chicago,NY,22360,USA,True
ADDR000377,CUST000377,OFFICE,546 Main Street,Apt 95,Phoenix,PA,37032,USA,True
ADDR000378,CUST000378,RESIDENTIAL,36 Main Street,,Philadelphia,IL,38602,USA,True
ADDR000379,CUST000379,OFFICE,455 Main Street,,Houston,PA,45377,USA,True
ADDR000380,CUST000380,OFFICE,500 Main Street,,Los Angeles,IL,68792,USA,True
ADDR000381,CUST000381,RESIDENTIAL,832 Main Street,,New York,TX,98086,USA,True
ADDR000382,CUST000382,PERMANENT,107 Main Street,Apt 42,Los Angeles,IL,69948,USA,True
ADDR000383,CUST000383,PERMANENT,326 Main Street,,Los Angeles,PA,77502,USA,True
ADDR000384,CUST000384,PERMANENT,262 Main Street,Apt 404,Phoenix,CA,32850,USA,True
ADDR000385,CUST000385,RESIDENTIAL,191 Main Street,Apt 197,Philadelphia,PA,18859,USA,True
ADDR000386,CUST000386,RESIDENTIAL,548 Main Street,Apt 136,Los Angeles,PA,31536,USA,True
ADDR000387,CUST000387,OFFICE,560 Main Street,Apt 434,Houston,NY,73798,USA,True
ADDR000388,CUST000388,RESIDENTIAL,543 Main Street,,Philadelphia,PA,57872,USA,True
ADDR000389,CUST000389,OFFICE,245 Main Street,Apt 255,New York,TX,78113,USA,True
ADDR000390,CUST000390,OFFICE,446 Main Street,Apt 192,Chicago,TX,63089,USA,True
ADDR000391,CUST000391,RESIDENTIAL,474 Main Street,,Phoenix,TX,10406,USA,True
ADDR000392,CUST000392,RESIDENTIAL,613 Main Street,,Houston,TX,47150,USA,True
ADDR000393,CUST000393,RESIDENTIAL,816 Main Street,Apt 141,Phoenix,CA,14923,USA,True
ADDR000394,CUST000394,PERMANENT,214 Main Street,,Chicago,NY,67641,USA,True
ADDR000395,CUST000395,RESIDENTIAL,86 Main Street,,Houston,IL,59281,USA,True
ADDR000396,CUST000396,RESIDENTIAL,962 Main Street,Apt 98,Phoenix,AZ,51908,USA,True
ADDR000397,CUST000397,OFFICE,177 Main Street,,Philadelphia,CA,12943,USA,True
ADDR000398,CUST000398,OFFICE,231 Main Street,Apt 487,New York,PA,11413,USA,True
ADDR000399,CUST000399,OFFICE,33 Main Street,Apt 110,Los Angeles,TX,16807,USA,True
ADDR000400,CUST000400,PERMANENT,14 Main Street,,Houston,CA,99438,USA,True
ADDR000401,CUST000401,OFFICE,554 Main Street,,Phoenix,IL,28462,USA,True
ADDR000402,CUST000402,PERMANENT,738 Main Street,Apt 249,New York,AZ,37184,USA,True
ADDR000403,CUST000403,OFFICE,227 Main Street,Apt 421,Los Angeles,AZ,84995,USA,True
ADDR000404,CUST000404,OFFICE,139 Main Street,,New York,CA,27242,USA,True
ADDR000405,CUST000405,PERMANENT,417 Main Street,,New York,NY,52153,USA,True
ADDR000406,CUST000406,OFFICE,223 Main Street,,Philadelphia,CA,24506,USA,True
ADDR000407,CUST000407,PERMANENT,732 Main Street,Apt 303,Philadelphia,TX,94319,USA,True
ADDR000408,CUST000408,RESIDENTIAL,828 Main Street,,New York,NY,66622,USA,True
ADDR000409,CUST000409,OFFICE,196 Main Street,,Los Angeles,IL,75601,USA,True
ADDR000410,CUST000410,PERMANENT,614 Main Street,,Philadelphia,TX,86679,USA,True
ADDR000411,CUST000411,RESIDENTIAL,451 Main Street,Apt 88,Phoenix,IL,96028,USA,True
ADDR000412,CUST000412,PERMANENT,449 Main Street,,Phoenix,AZ,88144,USA,True
ADDR000413,CUST000413,OFFICE,407 Main Street,,Chicago,IL,90965,USA,True
ADDR000414,CUST000414,RESIDENTIAL,668 Main Street,Apt 151,Chicago,NY,48536,USA,True
ADDR000415,CUST000415,RESIDENTIAL,224 Main Street,Apt 40,Philadelphia,IL,21962,USA,True
ADDR000416,CUST000416,OFFICE,960 Main Street,Apt 322,New York,PA,29077,USA,True
ADDR000417,CUST000417,RESIDENTIAL,295 Main Street,,New York,PA,63133,USA,True
ADDR000418,CUST000418,PERMANENT,181 Main Street,,Los Angeles,AZ,17216,USA,True
ADDR000419,CUST000419,PERMANENT,898 Main Street,,Chicago,NY,57240,USA,True
ADDR000420,CUST000420,RESIDENTIAL,567 Main Street,,Phoenix,AZ,23467,USA,True
ADDR000421,CUST000421,RESIDENTIAL,424 Main Street,Apt 337,New York,IL,78881,USA,True
ADDR000422,CUST000422,OFFICE,115 Main Street,Apt 350,Houston,IL,75114,USA,True
ADDR000423,CUST000423,PERMANENT,502 Main Street,,Chicago,TX,70444,USA,True
ADDR000424,CUST000424,RESIDENTIAL,12 Main Street,,New York,AZ,82588,USA,True
ADDR000425,CUST000425,RESIDENTIAL,467 Main Street,Apt 329,New York,PA,84415,USA,True
ADDR000426,CUST000426,RESIDENTIAL,306 Main Street,Apt 231,Los Angeles,IL,68801,USA,True
ADDR000427,CUST000427,PERMANENT,280 Main Street,Apt 163,Los Angeles,IL,57946,USA,True
ADDR000428,CUST000428,RESIDENTIAL,196 Main Street,Apt 472,Houston,AZ,99713,USA,True
ADDR000429,CUST000429,OFFICE,784 Main Street,,Los Angeles,AZ,52402,USA,True
ADDR000430,CUST000430,OFFICE,62 Main Street,Apt 318,Phoenix,AZ,90426,USA,True
ADDR000431,CUST000431,OFFICE,117 Main Street,,Phoenix,PA,43679,USA,True
ADDR000432,CUST000432,PERMANENT,611 Main Street,,Phoenix,CA,88968,USA,True
ADDR000433,CUST000433,OFFICE,846 Main Street,Apt 156,New York,AZ,87340,USA,True
ADDR000434,CUST000434,RESIDENTIAL,169 Main Street,,Chicago,AZ,62014,USA,True
ADDR000435,CUST000435,PERMANENT,775 Main Street,Apt 181,New York,PA,50353,USA,True
ADDR000436,CUST000436,OFFICE,107 Main Street,Apt 67,Phoenix,NY,53165,USA,True
ADDR000437,CUST000437,PERMANENT,685 Main Street,Apt 244,New York,NY,47080,USA,True
ADDR000438,CUST000438,RESIDENTIAL,178 Main Street,,Los Angeles,PA,63428,USA,True
ADDR000439,CUST000439,PERMANENT,592 Main Street,,Los Angeles,TX,38606,USA,True
ADDR000440,CUST000440,OFFICE,243 Main Street,,Phoenix,NY,78464,USA,True
ADDR000441,CUST000441,PERMANENT,789 Main Street,,Los Angeles,CA,99844,USA,True
ADDR000442,CUST000442,PERMANENT,683 Main Street,Apt 71,Houston,CA,56698,USA,True
ADDR000443,CUST000443,OFFICE,68 Main Street,Apt 191,Chicago,TX,63734,USA,True
ADDR000444,CUST000444,RESIDENTIAL,4 Main Street,Apt 103,Phoenix,PA,57144,USA,True
ADDR000445,CUST000445,OFFICE,683 Main Street,,Phoenix,IL,89292,USA,True
ADDR000446,CUST000446,RESIDENTIAL,893 Main Street,Apt 430,Chicago,AZ,28928,USA,True
ADDR000447,CUST000447,PERMANENT,620 Main Street,Apt 144,New York,IL,54630,USA,True
ADDR000448,CUST000448,RESIDENTIAL,897 Main Street,,Philadelphia,NY,60129,USA,True
ADDR000449,CUST000449,PERMANENT,949 Main Street,,Houston,NY,44022,USA,True
ADDR000450,CUST000450,OFFICE,151 Main Street,,New York,AZ,13394,USA,True
ADDR000451,CUST000451,RESIDENTIAL,928 Main Street,Apt 411,New York,NY,32132,USA,True
ADDR000452,CUST000452,OFFICE,115 Main Street,,Philadelphia,TX,75170,USA,True
ADDR000453,CUST000453,OFFICE,347 Main Street,Apt 199,Chicago,PA,69693,USA,True
ADDR000454,CUST000454,OFFICE,468 Main Street,Apt 461,Houston,TX,38966,USA,True
ADDR000455,CUST000455,RESIDENTIAL,166 Main Street,Apt 492,Los Angeles,IL,89225,USA,True
ADDR000456,CUST000456,RESIDENTIAL,128 Main Street,,Los Angeles,CA,26915,USA,True
ADDR000457,CUST000457,OFFICE,629 Main Street,Apt 202,Phoenix,CA,89083,USA,True
ADDR000458,CUST000458,OFFICE,305 Main Street,,Houston,PA,55150,USA,True
ADDR000459,CUST000459,RESIDENTIAL,173 Main Street,Apt 491,Philadelphia,AZ,50165,USA,True
ADDR000460,CUST000460,RESIDENTIAL,808 Main Street,,Phoenix,PA,22369,USA,True
ADDR000461,CUST000461,RESIDENTIAL,135 Main Street,,New York,IL,69736,USA,True
ADDR000462,CUST000462,RESIDENTIAL,636 Main Street,,Philadelphia,IL,77127,USA,True
ADDR000463,CUST000463,OFFICE,24 Main Street,Apt 193,Houston,AZ,15380,USA,True
ADDR000464,CUST000464,RESIDENTIAL,270 Main Street,Apt 391,Los Angeles,PA,74413,USA,True
ADDR000465,CUST000465,RESIDENTIAL,639 Main Street,,Philadelphia,CA,42269,USA,True
ADDR000466,CUST000466,PERMANENT,123 Main Street,Apt 20,Philadelphia,IL,58811,USA,True
ADDR000467,CUST000467,PERMANENT,784 Main Street,,Philadelphia,AZ,41766,USA,True
ADDR000468,CUST000468,PERMANENT,286 Main Street,,Chicago,CA,75308,USA,True
ADDR000469,CUST000469,PERMANENT,395 Main Street,,Philadelphia,PA,24793,USA,True
ADDR000470,CUST000470,OFFICE,370 Main Street,,Phoenix,IL,85946,USA,True
ADDR000471,CUST000471,PERMANENT,208 Main Street,,Houston,CA,87679,USA,True
ADDR000472,CUST000472,OFFICE,384 Main Street,Apt 295,New York,CA,65044,USA,True
ADDR000473,CUST000473,OFFICE,34 Main Street,Apt 54,Los Angeles,AZ,16686,USA,True
ADDR000474,CUST000474,PERMANENT,968 Main Street,Apt 192,New York,TX,95447,USA,True
ADDR000475,CUST000475,OFFICE,538 Main Street,Apt 32,Los Angeles,PA,59767,USA,True
ADDR000476,CUST000476,RESIDENTIAL,977 Main Street,Apt 179,Houston,NY,45553,USA,True
ADDR000477,CUST000477,RESIDENTIAL,286 Main Street,Apt 412,Houston,NY,86984,USA,True
ADDR000478,CUST000478,RESIDENTIAL,871 Main Street,Apt 280,Houston,AZ,73082,USA,True
ADDR000479,CUST000479,OFFICE,292 Main Street,Apt 453,Philadelphia,NY,12706,USA,True
ADDR000480,CUST000480,OFFICE,227 Main Street,,Phoenix,TX,47593,USA,True
ADDR000481,CUST000481,RESIDENTIAL,657 Main Street,,Houston,CA,55392,USA,True
ADDR000482,CUST000482,PERMANENT,424 Main Street,Apt 109,Los Angeles,AZ,25631,USA,True
ADDR000483,CUST000483,RESIDENTIAL,606 Main Street,Apt 61,Chicago,TX,29846,USA,True
ADDR000484,CUST000484,PERMANENT,569 Main Street,Apt 57,Philadelphia,CA,59756,USA,True
ADDR000485,CUST000485,OFFICE,690 Main Street,Apt 338,Philadelphia,NY,22287,USA,True
ADDR000486,CUST000486,OFFICE,414 Main Street,Apt 144,Los Angeles,PA,60525,USA,True
ADDR000487,CUST000487,RESIDENTIAL,393 Main Street,,Chicago,IL,41655,USA,True
ADDR000488,CUST000488,PERMANENT,15 Main Street,Apt 314,Philadelphia,PA,75566,USA,True
ADDR000489,CUST000489,PERMANENT,858 Main Street,,Phoenix,NY,11757,USA,True
ADDR000490,CUST000490,OFFICE,621 Main Street,Apt 494,Los Angeles,AZ,46678,USA,True
ADDR000491,CUST000491,RESIDENTIAL,660 Main Street,,New York,TX,30328,USA,True
ADDR000492,CUST000492,OFFICE,837 Main Street,,Chicago,PA,51121,USA,True
ADDR000493,CUST000493,RESIDENTIAL,640 Main Street,Apt 309,Phoenix,PA,34755,USA,True
ADDR000494,CUST000494,PERMANENT,761 Main Street,Apt 143,Los Angeles,TX,56189,USA,True
ADDR000495,CUST000495,PERMANENT,20 Main Street,Apt 327,Chicago,IL,24904,USA,True
ADDR000496,CUST000496,OFFICE,224 Main Street,,Phoenix,TX,92375,USA,True
ADDR000497,CUST000497,PERMANENT,181 Main Street,,Chicago,IL,21254,USA,True
ADDR000498,CUST000498,OFFICE,318 Main Street,Apt 51,Houston,PA,18982,USA,True
ADDR000499,CUST000499,PERMANENT,473 Main Street,,Phoenix,IL,34733,USA,True
ADDR000500,CUST000500,RESIDENTIAL,571 Main Street,,Phoenix,PA,29856,USA,True
ADDR000501,CUST000501,RESIDENTIAL,134 Main Street,Apt 331,Philadelphia,TX,25175,USA,True
ADDR000502,CUST000502,RESIDENTIAL,410 Main Street,Apt 34,Los Angeles,IL,70578,USA,True
ADDR000503,CUST000503,PERMANENT,35 Main Street,Apt 393,New York,TX,70209,USA,True
ADDR000504,CUST000504,RESIDENTIAL,167 Main Street,,Phoenix,IL,78671,USA,True
ADDR000505,CUST000505,PERMANENT,53 Main Street,,Phoenix,AZ,44965,USA,True
ADDR000506,CUST000506,PERMANENT,87 Main Street,Apt 280,Phoenix,PA,26922,USA,True
ADDR000507,CUST000507,PERMANENT,972 Main Street,,Phoenix,NY,40559,USA,True
ADDR000508,CUST000508,PERMANENT,73 Main Street,Apt 216,New York,CA,79025,USA,True
ADDR000509,CUST000509,RESIDENTIAL,88 Main Street,Apt 173,Phoenix,NY,60301,USA,True
ADDR000510,CUST000510,RESIDENTIAL,19 Main Street,Apt 450,New York,CA,93637,USA,True
ADDR000511,CUST000511,OFFICE,20 Main Street,,New York,CA,22206,USA,True
ADDR000512,CUST000512,PERMANENT,358 Main Street,,Los Angeles,CA,84088,USA,True
ADDR000513,CUST000513,PERMANENT,61 Main Street,Apt 289,Chicago,AZ,90958,USA,True
ADDR000514,CUST000514,PERMANENT,346 Main Street,,Los Angeles,NY,72233,USA,True
ADDR000515,CUST000515,PERMANENT,866 Main Street,Apt 440,Los Angeles,IL,73782,USA,True
ADDR000516,CUST000516,PERMANENT,958 Main Street,,Phoenix,IL,81055,USA,True
ADDR000517,CUST000517,PERMANENT,869 Main Street,Apt 374,Houston,TX,62361,USA,True
ADDR000518,CUST000518,OFFICE,981 Main Street,Apt 269,Philadelphia,CA,89597,USA,True
ADDR000519,CUST000519,PERMANENT,138 Main Street,,Philadelphia,NY,66434,USA,True
ADDR000520,CUST000520,RESIDENTIAL,290 Main Street,Apt 178,Philadelphia,CA,83646,USA,True
ADDR000521,CUST000521,RESIDENTIAL,155 Main Street,Apt 163,Chicago,IL,27656,USA,True
ADDR000522,CUST000522,PERMANENT,714 Main Street,,New York,NY,94558,USA,True
ADDR000523,CUST000523,RESIDENTIAL,871 Main Street,,Phoenix,NY,46032,USA,True
ADDR000524,CUST000524,OFFICE,377 Main Street,,Houston,TX,69419,USA,True
ADDR000525,CUST000525,PERMANENT,675 Main Street,Apt 230,Los Angeles,NY,92242,USA,True
ADDR000526,CUST000526,OFFICE,20 Main Street,Apt 492,Phoenix,TX,24255,USA,True
ADDR000527,CUST000527,OFFICE,278 Main Street,,Los Angeles,CA,11648,USA,True
ADDR000528,CUST000528,RESIDENTIAL,225 Main Street,Apt 233,Philadelphia,AZ,47906,USA,True
ADDR000529,CUST000529,OFFICE,384 Main Street,Apt 470,Los Angeles,TX,14531,USA,True
ADDR000530,CUST000530,RESIDENTIAL,438 Main Street,Apt 327,Philadelphia,NY,54100,USA,True
ADDR000531,CUST000531,OFFICE,480 Main Street,Apt 390,New York,CA,72079,USA,True
ADDR000532,CUST000532,OFFICE,686 Main Street,,Los Angeles,PA,36685,USA,True
ADDR000533,CUST000533,OFFICE,326 Main Street,,Los Angeles,TX,91165,USA,True
ADDR000534,CUST000534,PERMANENT,704 Main Street,Apt 34,Phoenix,AZ,89216,USA,True
ADDR000535,CUST000535,RESIDENTIAL,614 Main Street,Apt 423,Philadelphia,IL,45810,USA,True
ADDR000536,CUST000536,RESIDENTIAL,766 Main Street,Apt 415,Phoenix,CA,50393,USA,True
ADDR000537,CUST000537,OFFICE,887 Main Street,Apt 61,Los Angeles,IL,35101,USA,True
ADDR000538,CUST000538,PERMANENT,203 Main Street,Apt 145,Houston,PA,15591,USA,True
ADDR000539,CUST000539,OFFICE,382 Main Street,Apt 449,Phoenix,CA,47304,USA,True
ADDR000540,CUST000540,OFFICE,138 Main Street,Apt 68,Los Angeles,CA,69443,USA,True
ADDR000541,CUST000541,PERMANENT,461 Main Street,Apt 252,Philadelphia,AZ,16231,USA,True
ADDR000542,CUST000542,PERMANENT,194 Main Street,Apt 71,New York,CA,44629,USA,True
ADDR000543,CUST000543,PERMANENT,126 Main Street,Apt 101,Los Angeles,PA,35626,USA,True
ADDR000544,CUST000544,RESIDENTIAL,580 Main Street,,New York,TX,59155,USA,True
ADDR000545,CUST000545,PERMANENT,608 Main Street,,Chicago,AZ,24609,USA,True
ADDR000546,CUST000546,PERMANENT,84 Main Street,,Los Angeles,NY,28522,USA,True
ADDR000547,CUST000547,OFFICE,154 Main Street,Apt 157,Phoenix,CA,89973,USA,True
ADDR000548,CUST000548,RESIDENTIAL,12 Main Street,Apt 98,Los Angeles,IL,34425,USA,True
ADDR000549,CUST000549,RESIDENTIAL,781 Main Street,Apt 326,Houston,CA,97522,USA,True
ADDR000550,CUST000550,PERMANENT,645 Main Street,,New York,TX,79222,USA,True
ADDR000551,CUST000551,PERMANENT,722 Main Street,,Philadelphia,NY,54747,USA,True
ADDR000552,CUST000552,RESIDENTIAL,665 Main Street,,Los Angeles,AZ,74909,USA,True
ADDR000553,CUST000553,PERMANENT,761 Main Street,Apt 136,Chicago,IL,73707,USA,True
ADDR000554,CUST000554,OFFICE,198 Main Street,Apt 110,Philadelphia,AZ,31069,USA,True
ADDR000555,CUST000555,OFFICE,280 Main Street,,Phoenix,TX,68896,USA,True
ADDR000556,CUST000556,OFFICE,592 Main Street,,Houston,TX,25646,USA,True
ADDR000557,CUST000557,RESIDENTIAL,639 Main Street,Apt 277,Houston,NY,84266,USA,True
ADDR000558,CUST000558,PERMANENT,356 Main Street,Apt 79,Philadelphia,NY,25690,USA,True
ADDR000559,CUST000559,OFFICE,192 Main Street,,Houston,NY,35246,USA,True
ADDR000560,CUST000560,RESIDENTIAL,972 Main Street,,Los Angeles,AZ,29895,USA,True
ADDR000561,CUST000561,OFFICE,197 Main Street,Apt 204,Chicago,PA,12656,USA,True
ADDR000562,CUST000562,PERMANENT,54 Main Street,Apt 155,Chicago,AZ,16667,USA,True
ADDR000563,CUST000563,RESIDENTIAL,678 Main Street,,Chicago,TX,92898,USA,True
ADDR000564,CUST000564,OFFICE,546 Main Street,,Los Angeles,CA,65672,USA,True
ADDR000565,CUST000565,RESIDENTIAL,750 Main Street,,Los Angeles,PA,62433,USA,True
ADDR000566,CUST000566,RESIDENTIAL,511 Main Street,Apt 294,Chicago,IL,61781,USA,True
ADDR000567,CUST000567,PERMANENT,171 Main Street,Apt 404,Chicago,TX,51901,USA,True
ADDR000568,CUST000568,PERMANENT,983 Main Street,,Houston,CA,26326,USA,True
ADDR000569,CUST000569,OFFICE,1 Main Street,,Phoenix,PA,76037,USA,True
ADDR000570,CUST000570,PERMANENT,827 Main Street,Apt 387,Houston,CA,48859,USA,True
ADDR000571,CUST000571,RESIDENTIAL,231 Main Street,,Chicago,AZ,17647,USA,True
ADDR000572,CUST000572,OFFICE,601 Main Street,,Philadelphia,CA,48112,USA,True
ADDR000573,CUST000573,OFFICE,603 Main Street,Apt 14,Phoenix,AZ,94868,USA,True
ADDR000574,CUST000574,RESIDENTIAL,900 Main Street,,Phoenix,PA,15638,USA,True
ADDR000575,CUST000575,PERMANENT,993 Main Street,,Los Angeles,NY,98624,USA,True
ADDR000576,CUST000576,PERMANENT,54 Main Street,,Houston,AZ,79490,USA,True
ADDR000577,CUST000577,RESIDENTIAL,753 Main Street,Apt 359,Philadelphia,CA,47353,USA,True
ADDR000578,CUST000578,PERMANENT,260 Main Street,,New York,IL,56995,USA,True
ADDR000579,CUST000579,OFFICE,654 Main Street,Apt 137,New York,IL,39253,USA,True
ADDR000580,CUST000580,PERMANENT,529 Main Street,Apt 137,Chicago,NY,72343,USA,True
ADDR000581,CUST000581,RESIDENTIAL,560 Main Street,Apt 305,Houston,TX,40939,USA,True
ADDR000582,CUST000582,PERMANENT,473 Main Street,,Los Angeles,AZ,53328,USA,True
